Timestamp,Component,Description,Fault_Code,Severity,Status,Value
2025-03-27 10:48:11,PV_Broken_Interconnect,PV Broken Interconnect fault detected.,PV_682,High,Cleared,SimValue_17
2025-03-27 20:01:19,PV_Broken_Cell,PV Broken Cell fault detected.,PV_647,High,Active,SimValue_41
2025-03-28 00:01:19,PV_Broken_Cell,PV Broken Cell fault detected.,PV_647,High,Cleared,SimValue_41
2025-03-28 01:23:46,PV_Short_Open_Circuit,PV Short Open Circuit fault detected.,PV_370,Medium,Active,SimValue_15
2025-03-28 05:23:46,PV_Short_Open_Circuit,PV Short Open Circuit fault detected.,PV_370,Medium,Cleared,SimValue_15
2025-03-29 23:50:13,Rack_Structure_Fault,Rack Structure Fault fault detected.,RA_839,Medium,Active,SimValue_44
2025-03-30 01:50:13,Rack_Structure_Fault,Rack Structure Fault fault detected.,RA_839,Medium,Cleared,SimValue_44
2025-03-30 09:31:40,PV_Broken_Cell,PV Broken Cell fault detected.,PV_186,High,Active,SimValue_55
2025-03-30 15:03:53,PV_Hot_Spot,PV Hot Spot fault detected.,PV_931,Medium,Active,SimValue_27
2025-03-30 15:33:08,PV_Broken_Cell,PV Broken Cell fault detected.,PV_970,High,Active,SimValue_87
2025-03-30 21:31:40,PV_Broken_Cell,PV Broken Cell fault detected.,PV_186,High,Cleared,SimValue_55
2025-03-30 22:33:08,PV_Broken_Cell,PV Broken Cell fault detected.,PV_970,High,Cleared,SimValue_87
2025-03-31 01:03:53,PV_Hot_Spot,PV Hot Spot fault detected.,PV_931,Medium,Cleared,SimValue_27
2025-03-31 08:59:55,PV_Grounding_System_Fault,PV Grounding System Fault fault detected.,PV_390,High,Active,SimValue_21
2025-03-31 14:59:55,PV_Grounding_System_Fault,PV Grounding System Fault fault detected.,PV_390,High,Cleared,SimValue_21
2025-03-31 21:30:20,Encapsulant_Fault,Encapsulant Fault fault detected.,EN_147,Medium,Active,SimValue_95
2025-04-01 07:30:20,Encapsulant_Fault,Encapsulant Fault fault detected.,EN_147,Medium,Cleared,SimValue_95
2025-04-02 00:06:08,PV_Broken_Cell,PV Broken Cell fault detected.,PV_725,High,Active,SimValue_20
2025-04-02 05:06:08,PV_Broken_Cell,PV Broken Cell fault detected.,PV_725,High,Cleared,SimValue_20
2025-04-02 21:29:22,Encapsulant_Fault,Encapsulant Fault fault detected.,EN_854,Medium,Active,SimValue_72
2025-04-02 23:29:22,Encapsulant_Fault,Encapsulant Fault fault detected.,EN_854,Medium,Cleared,SimValue_72
2025-04-04 05:21:02,PV_Hot_Spot,PV Hot Spot fault detected.,PV_305,Medium,Active,SimValue_82
2025-04-04 16:21:02,PV_Hot_Spot,PV Hot Spot fault detected.,PV_305,Medium,Cleared,SimValue_82
2025-04-05 03:51:00,PV_Shading,PV Shading fault detected.,PV_558,Low,Active,SimValue_90
2025-04-05 07:51:00,PV_Shading,PV Shading fault detected.,PV_558,Low,Cleared,SimValue_90
2025-04-05 14:57:46,Rack_Structure_Fault,Rack Structure Fault fault detected.,RA_361,Medium,Active,SimValue_20
2025-04-05 17:29:49,PV_Grounding_System_Fault,PV Grounding System Fault fault detected.,PV_429,High,Active,SimValue_55
2025-04-06 01:29:49,PV_Grounding_System_Fault,PV Grounding System Fault fault detected.,PV_429,High,Cleared,SimValue_55
2025-04-06 02:57:46,Rack_Structure_Fault,Rack Structure Fault fault detected.,RA_361,Medium,Cleared,SimValue_20
2025-04-06 14:38:02,PV_Shading,PV Shading fault detected.,PV_134,Low,Active,SimValue_67
2025-04-06 19:38:02,PV_Shading,PV Shading fault detected.,PV_134,Low,Cleared,SimValue_67
2025-04-07 08:10:40,PV_Broken_Interconnect,PV Broken Interconnect fault detected.,PV_129,High,Active,SimValue_35
2025-04-07 08:47:42,PV_Grounding_System_Fault,PV Grounding System Fault fault detected.,PV_237,High,Active,SimValue_19
2025-04-07 13:47:42,PV_Grounding_System_Fault,PV Grounding System Fault fault detected.,PV_237,High,Cleared,SimValue_19
2025-04-07 20:10:40,PV_Broken_Interconnect,PV Broken Interconnect fault detected.,PV_129,High,Cleared,SimValue_35
2025-04-07 22:59:56,PV_Broken_Interconnect,PV Broken Interconnect fault detected.,PV_478,High,Active,SimValue_76
2025-04-08 07:59:56,PV_Broken_Interconnect,PV Broken Interconnect fault detected.,PV_478,High,Cleared,SimValue_76
2025-04-09 16:51:18,PV_Broken_Interconnect,PV Broken Interconnect fault detected.,PV_736,High,Active,SimValue_85
2025-04-09 21:51:18,PV_Broken_Interconnect,PV Broken Interconnect fault detected.,PV_736,High,Cleared,SimValue_85
2025-04-10 11:03:55,PV_Hot_Spot,PV Hot Spot fault detected.,PV_741,Medium,Active,SimValue_70
2025-04-10 13:03:55,PV_Hot_Spot,PV Hot Spot fault detected.,PV_741,Medium,Cleared,SimValue_70
2025-04-10 16:01:28,PV_Broken_Interconnect,PV Broken Interconnect fault detected.,PV_593,High,Active,SimValue_70
2025-04-10 21:01:28,PV_Broken_Interconnect,PV Broken Interconnect fault detected.,PV_593,High,Cleared,SimValue_70
2025-04-12 02:17:03,PV_Soiling,PV Soiling fault detected.,PV_826,Low,Active,SimValue_55
2025-04-12 02:34:11,PV_Grounding_System_Fault,PV Grounding System Fault fault detected.,PV_934,High,Active,SimValue_94
2025-04-12 03:17:03,PV_Soiling,PV Soiling fault detected.,PV_826,Low,Cleared,SimValue_55
2025-04-12 03:34:11,PV_Grounding_System_Fault,PV Grounding System Fault fault detected.,PV_934,High,Cleared,SimValue_94
2025-04-13 01:38:05,PV_Grounding_System_Fault,PV Grounding System Fault fault detected.,PV_849,High,Active,SimValue_55
2025-04-13 09:25:49,PV_Grounding_System_Fault,PV Grounding System Fault fault detected.,PV_420,High,Active,SimValue_41
2025-04-13 11:38:05,PV_Grounding_System_Fault,PV Grounding System Fault fault detected.,PV_849,High,Cleared,SimValue_55
2025-04-13 13:42:53,PV_Broken_Cell,PV Broken Cell fault detected.,PV_754,High,Active,SimValue_59
2025-04-13 19:14:58,Encapsulant_Fault,Encapsulant Fault fault detected.,EN_977,Medium,Active,SimValue_20
2025-04-13 20:25:49,PV_Grounding_System_Fault,PV Grounding System Fault fault detected.,PV_420,High,Cleared,SimValue_41
2025-04-14 00:14:58,Encapsulant_Fault,Encapsulant Fault fault detected.,EN_977,Medium,Cleared,SimValue_20
2025-04-14 01:42:53,PV_Broken_Cell,PV Broken Cell fault detected.,PV_754,High,Cleared,SimValue_59
2025-04-14 03:10:59,PV_Grounding_System_Fault,PV Grounding System Fault fault detected.,PV_911,High,Active,SimValue_22
2025-04-14 10:51:56,Rack_Structure_Fault,Rack Structure Fault fault detected.,RA_476,Medium,Active,SimValue_42
2025-04-14 12:10:59,PV_Grounding_System_Fault,PV Grounding System Fault fault detected.,PV_911,High,Cleared,SimValue_22
2025-04-14 16:51:56,Rack_Structure_Fault,Rack Structure Fault fault detected.,RA_476,Medium,Cleared,SimValue_42
2025-04-16 00:36:34,PV_Broken_Cell,PV Broken Cell fault detected.,PV_487,High,Active,SimValue_22
2025-04-16 07:36:34,PV_Broken_Cell,PV Broken Cell fault detected.,PV_487,High,Cleared,SimValue_22
2025-04-16 08:06:58,Rack_Structure_Fault,Rack Structure Fault fault detected.,RA_718,Medium,Active,SimValue_96
2025-04-16 17:06:58,Rack_Structure_Fault,Rack Structure Fault fault detected.,RA_718,Medium,Cleared,SimValue_96
2025-04-17 19:36:02,PV_Broken_Interconnect,PV Broken Interconnect fault detected.,PV_931,High,Active,SimValue_11
2025-04-17 23:31:04,PV_Grounding_System_Fault,PV Grounding System Fault fault detected.,PV_331,High,Active,SimValue_32
2025-04-18 00:36:02,PV_Broken_Interconnect,PV Broken Interconnect fault detected.,PV_931,High,Cleared,SimValue_11
2025-04-18 06:31:04,PV_Grounding_System_Fault,PV Grounding System Fault fault detected.,PV_331,High,Cleared,SimValue_32
2025-04-18 13:53:39,Encapsulant_Fault,Encapsulant Fault fault detected.,EN_391,Medium,Active,SimValue_54
2025-04-18 20:53:39,Encapsulant_Fault,Encapsulant Fault fault detected.,EN_391,Medium,Cleared,SimValue_54
2025-04-20 09:04:17,PV_Hot_Spot,PV Hot Spot fault detected.,PV_289,Medium,Active,SimValue_72
2025-04-20 15:04:17,PV_Hot_Spot,PV Hot Spot fault detected.,PV_289,Medium,Cleared,SimValue_72
2025-04-20 21:54:46,Encapsulant_Fault,Encapsulant Fault fault detected.,EN_750,Medium,Active,SimValue_79
2025-04-20 23:54:46,Encapsulant_Fault,Encapsulant Fault fault detected.,EN_750,Medium,Cleared,SimValue_79
2025-04-21 05:13:38,Rack_Structure_Fault,Rack Structure Fault fault detected.,RA_792,Medium,Active,SimValue_62
2025-04-21 12:13:38,Rack_Structure_Fault,Rack Structure Fault fault detected.,RA_792,Medium,Cleared,SimValue_62
2025-04-23 15:44:26,PV_Broken_Interconnect,PV Broken Interconnect fault detected.,PV_146,High,Active,SimValue_79
2025-04-23 16:44:26,PV_Broken_Interconnect,PV Broken Interconnect fault detected.,PV_146,High,Cleared,SimValue_79
2025-04-24 22:00:22,PV_Broken_Interconnect,PV Broken Interconnect fault detected.,PV_895,High,Active,SimValue_80
2025-04-25 07:00:22,PV_Broken_Interconnect,PV Broken Interconnect fault detected.,PV_895,High,Cleared,SimValue_80
2025-04-26 07:44:58,PV_Grounding_System_Fault,PV Grounding System Fault fault detected.,PV_827,High,Active,SimValue_52
2025-04-26 14:07:33,Encapsulant_Fault,Encapsulant Fault fault detected.,EN_562,Medium,Active,SimValue_90
2025-04-26 15:07:33,Encapsulant_Fault,Encapsulant Fault fault detected.,EN_562,Medium,Cleared,SimValue_90
2025-04-26 15:44:58,PV_Grounding_System_Fault,PV Grounding System Fault fault detected.,PV_827,High,Cleared,SimValue_52
2025-04-26 16:04:13,PV_Solder_Bond_Failure,PV Solder Bond Failure fault detected.,PV_812,High,Active,SimValue_50
2025-04-26 18:04:13,PV_Solder_Bond_Failure,PV Solder Bond Failure fault detected.,PV_812,High,Cleared,SimValue_50
2025-04-28 13:40:06,PV_Broken_Interconnect,PV Broken Interconnect fault detected.,PV_640,High,Active,SimValue_27
2025-04-28 15:35:32,PV_Short_Open_Circuit,PV Short Open Circuit fault detected.,PV_295,Medium,Active,SimValue_16
2025-04-28 19:40:06,PV_Broken_Interconnect,PV Broken Interconnect fault detected.,PV_640,High,Cleared,SimValue_27
2025-04-28 22:35:32,PV_Short_Open_Circuit,PV Short Open Circuit fault detected.,PV_295,Medium,Cleared,SimValue_16
2025-04-28 22:36:37,PV_Short_Open_Circuit,PV Short Open Circuit fault detected.,PV_810,Medium,Active,SimValue_47
2025-04-29 05:36:37,PV_Short_Open_Circuit,PV Short Open Circuit fault detected.,PV_810,Medium,Cleared,SimValue_47
2025-05-01 02:15:35,PV_Solder_Bond_Failure,PV Solder Bond Failure fault detected.,PV_275,High,Active,SimValue_46
2025-05-01 04:15:35,PV_Solder_Bond_Failure,PV Solder Bond Failure fault detected.,PV_275,High,Cleared,SimValue_46
2025-05-01 19:21:04,Rack_Structure_Fault,Rack Structure Fault fault detected.,RA_916,Medium,Active,SimValue_81
2025-05-02 03:21:04,Rack_Structure_Fault,Rack Structure Fault fault detected.,RA_916,Medium,Cleared,SimValue_81
2025-05-02 14:44:52,Encapsulant_Fault,Encapsulant Fault fault detected.,EN_105,Medium,Active,SimValue_86
2025-05-02 22:03:24,Encapsulant_Fault,Encapsulant Fault fault detected.,EN_332,Medium,Active,SimValue_15
2025-05-03 01:46:15,Rack_Structure_Fault,Rack Structure Fault fault detected.,RA_797,Medium,Active,SimValue_79
2025-05-03 02:44:52,Encapsulant_Fault,Encapsulant Fault fault detected.,EN_105,Medium,Cleared,SimValue_86
2025-05-03 05:57:32,PV_Broken_Cell,PV Broken Cell fault detected.,PV_929,High,Active,SimValue_43
2025-05-03 06:46:15,Rack_Structure_Fault,Rack Structure Fault fault detected.,RA_797,Medium,Cleared,SimValue_79
2025-05-03 10:03:24,Encapsulant_Fault,Encapsulant Fault fault detected.,EN_332,Medium,Cleared,SimValue_15
2025-05-03 13:57:32,PV_Broken_Cell,PV Broken Cell fault detected.,PV_929,High,Cleared,SimValue_43
2025-05-03 23:15:52,PV_Grounding_System_Fault,PV Grounding System Fault fault detected.,PV_634,High,Active,SimValue_20
2025-05-04 07:15:52,PV_Grounding_System_Fault,PV Grounding System Fault fault detected.,PV_634,High,Cleared,SimValue_20
2025-05-04 07:38:34,PV_Shading,PV Shading fault detected.,PV_456,Low,Active,SimValue_56
2025-05-04 19:38:34,PV_Shading,PV Shading fault detected.,PV_456,Low,Cleared,SimValue_56
2025-05-05 00:50:45,MCB_Faulty,MCB Faulty fault detected.,MC_126,High,Active,SimValue_94
2025-05-05 03:51:44,Rack_Structure_Fault,Rack Structure Fault fault detected.,RA_901,Medium,Active,SimValue_68
2025-05-05 06:50:45,MCB_Faulty,MCB Faulty fault detected.,MC_126,High,Cleared,SimValue_94
2025-05-05 06:51:44,Rack_Structure_Fault,Rack Structure Fault fault detected.,RA_901,Medium,Cleared,SimValue_68
2025-05-06 10:22:57,PV_Shading,PV Shading fault detected.,PV_328,Low,Active,SimValue_10
2025-05-06 12:22:57,PV_Shading,PV Shading fault detected.,PV_328,Low,Cleared,SimValue_10
2025-05-06 16:03:41,Rack_Structure_Fault,Rack Structure Fault fault detected.,RA_970,Medium,Active,SimValue_49
2025-05-06 19:03:41,Rack_Structure_Fault,Rack Structure Fault fault detected.,RA_970,Medium,Cleared,SimValue_49
2025-05-07 04:25:21,PV_Solder_Bond_Failure,PV Solder Bond Failure fault detected.,PV_569,High,Active,SimValue_57
2025-05-07 13:25:21,PV_Solder_Bond_Failure,PV Solder Bond Failure fault detected.,PV_569,High,Cleared,SimValue_57
2025-05-08 05:24:42,Rack_Structure_Fault,Rack Structure Fault fault detected.,RA_321,Medium,Active,SimValue_52
2025-05-08 10:36:17,PV_Short_Open_Circuit,PV Short Open Circuit fault detected.,PV_765,Medium,Active,SimValue_72
2025-05-08 11:24:42,Rack_Structure_Fault,Rack Structure Fault fault detected.,RA_321,Medium,Cleared,SimValue_52
2025-05-08 12:36:17,PV_Short_Open_Circuit,PV Short Open Circuit fault detected.,PV_765,Medium,Cleared,SimValue_72
2025-05-08 13:59:29,PV_Broken_Interconnect,PV Broken Interconnect fault detected.,PV_679,High,Active,SimValue_96
2025-05-08 16:59:29,PV_Broken_Interconnect,PV Broken Interconnect fault detected.,PV_679,High,Cleared,SimValue_96
2025-05-08 19:24:25,Rack_Structure_Fault,Rack Structure Fault fault detected.,RA_869,Medium,Active,SimValue_25
2025-05-09 00:19:45,PV_Short_Open_Circuit,PV Short Open Circuit fault detected.,PV_478,Medium,Active,SimValue_90
2025-05-09 02:47:47,Encapsulant_Fault,Encapsulant Fault fault detected.,EN_622,Medium,Active,SimValue_89
2025-05-09 05:24:25,Rack_Structure_Fault,Rack Structure Fault fault detected.,RA_869,Medium,Cleared,SimValue_25
2025-05-09 07:19:45,PV_Short_Open_Circuit,PV Short Open Circuit fault detected.,PV_478,Medium,Cleared,SimValue_90
2025-05-09 11:47:47,Encapsulant_Fault,Encapsulant Fault fault detected.,EN_622,Medium,Cleared,SimValue_89
2025-05-10 07:34:16,Rack_Structure_Fault,Rack Structure Fault fault detected.,RA_196,Medium,Active,SimValue_94
2025-05-10 16:34:16,Rack_Structure_Fault,Rack Structure Fault fault detected.,RA_196,Medium,Cleared,SimValue_94
2025-05-11 17:43:43,Cable_Material_Aging,Cable Material Aging fault detected.,CA_576,Medium,Active,SimValue_91
2025-05-11 21:43:43,Cable_Material_Aging,Cable Material Aging fault detected.,CA_576,Medium,Cleared,SimValue_91
2025-05-11 23:04:59,PV_Short_Open_Circuit,PV Short Open Circuit fault detected.,PV_285,Medium,Active,SimValue_74
2025-05-12 05:04:59,PV_Short_Open_Circuit,PV Short Open Circuit fault detected.,PV_285,Medium,Cleared,SimValue_74
2025-05-12 21:11:04,PV_Shading,PV Shading fault detected.,PV_365,Low,Active,SimValue_70
2025-05-12 23:11:04,PV_Shading,PV Shading fault detected.,PV_365,Low,Cleared,SimValue_70
2025-05-14 18:35:00,PV_Broken_Cell,PV Broken Cell fault detected.,PV_731,High,Active,SimValue_21
2025-05-14 19:35:00,PV_Broken_Cell,PV Broken Cell fault detected.,PV_731,High,Cleared,SimValue_21
2025-05-14 20:56:35,PV_Grounding_System_Fault,PV Grounding System Fault fault detected.,PV_368,High,Active,SimValue_24
2025-05-14 21:56:35,PV_Grounding_System_Fault,PV Grounding System Fault fault detected.,PV_368,High,Cleared,SimValue_24
2025-05-15 13:31:29,PV_Solder_Bond_Failure,PV Solder Bond Failure fault detected.,PV_835,High,Active,SimValue_41
2025-05-15 19:31:29,PV_Solder_Bond_Failure,PV Solder Bond Failure fault detected.,PV_835,High,Cleared,SimValue_41
2025-05-15 19:51:19,Rack_Structure_Fault,Rack Structure Fault fault detected.,RA_273,Medium,Active,SimValue_58
2025-05-16 01:51:19,Rack_Structure_Fault,Rack Structure Fault fault detected.,RA_273,Medium,Cleared,SimValue_58
2025-05-16 04:38:59,PV_Broken_Interconnect,PV Broken Interconnect fault detected.,PV_663,High,Active,SimValue_52
2025-05-16 15:38:59,PV_Broken_Interconnect,PV Broken Interconnect fault detected.,PV_663,High,Cleared,SimValue_52
2025-05-17 03:39:38,PV_Faulty_Bypass_Diode,PV Faulty Bypass Diode fault detected.,PV_939,Medium,Active,SimValue_73
2025-05-17 14:39:38,PV_Faulty_Bypass_Diode,PV Faulty Bypass Diode fault detected.,PV_939,Medium,Cleared,SimValue_73
2025-05-18 01:06:25,PV_Faulty_Bypass_Diode,PV Faulty Bypass Diode fault detected.,PV_315,Medium,Active,SimValue_57
2025-05-18 03:06:25,PV_Faulty_Bypass_Diode,PV Faulty Bypass Diode fault detected.,PV_315,Medium,Cleared,SimValue_57
2025-05-18 14:40:43,PV_Solder_Bond_Failure,PV Solder Bond Failure fault detected.,PV_662,High,Active,SimValue_92
2025-05-18 15:40:43,PV_Solder_Bond_Failure,PV Solder Bond Failure fault detected.,PV_662,High,Cleared,SimValue_92
2025-05-19 00:39:09,PV_Hot_Spot,PV Hot Spot fault detected.,PV_849,Medium,Active,SimValue_37
2025-05-19 01:52:53,PV_Shading,PV Shading fault detected.,PV_179,Low,Active,SimValue_60
2025-05-19 03:05:54,PV_Hot_Spot,PV Hot Spot fault detected.,PV_214,Medium,Active,SimValue_88
2025-05-19 04:39:09,PV_Hot_Spot,PV Hot Spot fault detected.,PV_849,Medium,Cleared,SimValue_37
2025-05-19 04:52:53,PV_Shading,PV Shading fault detected.,PV_179,Low,Cleared,SimValue_60
2025-05-19 05:05:54,PV_Hot_Spot,PV Hot Spot fault detected.,PV_214,Medium,Cleared,SimValue_88
2025-05-19 13:16:56,PV_Short_Open_Circuit,PV Short Open Circuit fault detected.,PV_422,Medium,Active,SimValue_67
2025-05-19 22:16:56,PV_Short_Open_Circuit,PV Short Open Circuit fault detected.,PV_422,Medium,Cleared,SimValue_67
2025-05-20 01:02:30,PV_Shading,PV Shading fault detected.,PV_178,Low,Active,SimValue_23
2025-05-20 02:02:30,PV_Shading,PV Shading fault detected.,PV_178,Low,Cleared,SimValue_23
2025-05-20 03:14:03,PV_Broken_Cell,PV Broken Cell fault detected.,PV_233,High,Active,SimValue_84
2025-05-20 03:51:56,PV_Solder_Bond_Failure,PV Solder Bond Failure fault detected.,PV_717,High,Active,SimValue_16
2025-05-20 07:51:56,PV_Solder_Bond_Failure,PV Solder Bond Failure fault detected.,PV_717,High,Cleared,SimValue_16
2025-05-20 12:14:03,PV_Broken_Cell,PV Broken Cell fault detected.,PV_233,High,Cleared,SimValue_84
2025-05-21 17:59:50,Encapsulant_Fault,Encapsulant Fault fault detected.,EN_813,Medium,Active,SimValue_29
2025-05-21 18:59:50,Encapsulant_Fault,Encapsulant Fault fault detected.,EN_813,Medium,Cleared,SimValue_29
2025-05-21 22:17:50,Rack_Structure_Fault,Rack Structure Fault fault detected.,RA_875,Medium,Active,SimValue_94
2025-05-22 09:17:50,Rack_Structure_Fault,Rack Structure Fault fault detected.,RA_875,Medium,Cleared,SimValue_94
2025-05-23 22:53:11,PV_Broken_Interconnect,PV Broken Interconnect fault detected.,PV_962,High,Active,SimValue_15
2025-05-24 00:53:11,PV_Broken_Interconnect,PV Broken Interconnect fault detected.,PV_962,High,Cleared,SimValue_15
2025-05-25 21:30:08,PV_Broken_Cell,PV Broken Cell fault detected.,PV_934,High,Active,SimValue_45
2025-05-25 23:30:08,PV_Broken_Cell,PV Broken Cell fault detected.,PV_934,High,Cleared,SimValue_45
2025-05-26 12:05:38,PV_Hot_Spot,PV Hot Spot fault detected.,PV_639,Medium,Active,SimValue_12
2025-05-26 16:05:38,PV_Hot_Spot,PV Hot Spot fault detected.,PV_639,Medium,Cleared,SimValue_12
2025-05-26 19:59:19,PV_Solder_Bond_Failure,PV Solder Bond Failure fault detected.,PV_530,High,Active,SimValue_81
2025-05-27 00:59:19,PV_Solder_Bond_Failure,PV Solder Bond Failure fault detected.,PV_530,High,Cleared,SimValue_81
2025-05-27 09:39:14,Encapsulant_Fault,Encapsulant Fault fault detected.,EN_340,Medium,Active,SimValue_83
2025-05-27 13:39:14,Encapsulant_Fault,Encapsulant Fault fault detected.,EN_340,Medium,Cleared,SimValue_83
2025-05-27 20:43:11,PV_Faulty_Bypass_Diode,PV Faulty Bypass Diode fault detected.,PV_320,Medium,Active,SimValue_92
2025-05-28 02:43:11,PV_Faulty_Bypass_Diode,PV Faulty Bypass Diode fault detected.,PV_320,Medium,Cleared,SimValue_92
2025-05-28 06:09:22,Encapsulant_Fault,Encapsulant Fault fault detected.,EN_162,Medium,Active,SimValue_85
2025-05-28 09:09:22,Encapsulant_Fault,Encapsulant Fault fault detected.,EN_162,Medium,Cleared,SimValue_85
2025-05-29 03:06:18,PV_Broken_Interconnect,PV Broken Interconnect fault detected.,PV_190,High,Active,SimValue_64
2025-05-29 06:06:18,PV_Broken_Interconnect,PV Broken Interconnect fault detected.,PV_190,High,Cleared,SimValue_64
2025-05-29 10:20:47,PV_Broken_Interconnect,PV Broken Interconnect fault detected.,PV_991,High,Active,SimValue_16
2025-05-29 16:08:26,Encapsulant_Fault,Encapsulant Fault fault detected.,EN_663,Medium,Active,SimValue_37
2025-05-29 18:08:26,Encapsulant_Fault,Encapsulant Fault fault detected.,EN_663,Medium,Cleared,SimValue_37
2025-05-29 18:20:47,PV_Broken_Interconnect,PV Broken Interconnect fault detected.,PV_991,High,Cleared,SimValue_16
2025-05-29 23:00:18,Encapsulant_Fault,Encapsulant Fault fault detected.,EN_576,Medium,Active,SimValue_52
2025-05-30 05:23:49,PV_Solder_Bond_Failure,PV Solder Bond Failure fault detected.,PV_947,High,Active,SimValue_63
2025-05-30 09:00:18,Encapsulant_Fault,Encapsulant Fault fault detected.,EN_576,Medium,Cleared,SimValue_52
2025-05-30 11:23:49,PV_Solder_Bond_Failure,PV Solder Bond Failure fault detected.,PV_947,High,Cleared,SimValue_63
2025-06-01 13:14:18,PV_Grounding_System_Fault,PV Grounding System Fault fault detected.,PV_451,High,Active,SimValue_16
2025-06-01 18:14:18,PV_Grounding_System_Fault,PV Grounding System Fault fault detected.,PV_451,High,Cleared,SimValue_16
2025-06-02 04:19:53,PV_Hot_Spot,PV Hot Spot fault detected.,PV_268,Medium,Active,SimValue_75
2025-06-02 05:19:53,PV_Hot_Spot,PV Hot Spot fault detected.,PV_268,Medium,Cleared,SimValue_75
2025-06-03 17:45:28,PV_Hot_Spot,PV Hot Spot fault detected.,PV_156,Medium,Active,SimValue_89
2025-06-03 18:34:50,PV_Broken_Cell,PV Broken Cell fault detected.,PV_530,High,Active,SimValue_36
2025-06-03 21:45:28,PV_Hot_Spot,PV Hot Spot fault detected.,PV_156,Medium,Cleared,SimValue_89
2025-06-03 23:12:21,Rack_Structure_Fault,Rack Structure Fault fault detected.,RA_102,Medium,Active,SimValue_78
2025-06-04 02:34:50,PV_Broken_Cell,PV Broken Cell fault detected.,PV_530,High,Cleared,SimValue_36
2025-06-04 09:21:45,PV_Short_Open_Circuit,PV Short Open Circuit fault detected.,PV_819,Medium,Active,SimValue_21
2025-06-04 10:12:21,Rack_Structure_Fault,Rack Structure Fault fault detected.,RA_102,Medium,Cleared,SimValue_78
2025-06-04 15:21:45,PV_Short_Open_Circuit,PV Short Open Circuit fault detected.,PV_819,Medium,Cleared,SimValue_21
2025-06-05 13:50:27,PV_Solder_Bond_Failure,PV Solder Bond Failure fault detected.,PV_883,High,Active,SimValue_74
2025-06-05 18:20:25,Rack_Structure_Fault,Rack Structure Fault fault detected.,RA_269,Medium,Active,SimValue_43
2025-06-05 20:20:25,Rack_Structure_Fault,Rack Structure Fault fault detected.,RA_269,Medium,Cleared,SimValue_43
2025-06-06 01:50:27,PV_Solder_Bond_Failure,PV Solder Bond Failure fault detected.,PV_883,High,Cleared,SimValue_74
2025-06-07 18:16:35,PV_Shading,PV Shading fault detected.,PV_279,Low,Active,SimValue_58
2025-06-07 20:16:35,PV_Shading,PV Shading fault detected.,PV_279,Low,Cleared,SimValue_58
2025-06-08 14:24:15,PV_Short_Open_Circuit,PV Short Open Circuit fault detected.,PV_826,Medium,Active,SimValue_22
2025-06-08 18:24:15,PV_Short_Open_Circuit,PV Short Open Circuit fault detected.,PV_826,Medium,Cleared,SimValue_22
2025-06-10 16:18:20,Rack_Structure_Fault,Rack Structure Fault fault detected.,RA_360,Medium,Active,SimValue_66
2025-06-10 18:51:42,PV_Broken_Cell,PV Broken Cell fault detected.,PV_590,High,Active,SimValue_12
2025-06-10 23:18:20,Rack_Structure_Fault,Rack Structure Fault fault detected.,RA_360,Medium,Cleared,SimValue_66
2025-06-11 00:51:42,PV_Broken_Cell,PV Broken Cell fault detected.,PV_590,High,Cleared,SimValue_12
2025-06-11 04:18:02,PV_Broken_Interconnect,PV Broken Interconnect fault detected.,PV_429,High,Active,SimValue_98
2025-06-11 06:19:29,PV_Soiling,PV Soiling fault detected.,PV_429,Low,Active,SimValue_99
2025-06-11 06:24:01,PV_Broken_Cell,PV Broken Cell fault detected.,PV_763,High,Active,SimValue_44
2025-06-11 07:18:02,PV_Broken_Interconnect,PV Broken Interconnect fault detected.,PV_429,High,Cleared,SimValue_98
2025-06-11 11:24:01,PV_Broken_Cell,PV Broken Cell fault detected.,PV_763,High,Cleared,SimValue_44
2025-06-11 12:19:29,PV_Soiling,PV Soiling fault detected.,PV_429,Low,Cleared,SimValue_99
2025-06-11 13:08:52,PV_Shading,PV Shading fault detected.,PV_117,Low,Active,SimValue_17
2025-06-11 22:08:52,PV_Shading,PV Shading fault detected.,PV_117,Low,Cleared,SimValue_17
2025-06-12 23:55:01,PV_Broken_Cell,PV Broken Cell fault detected.,PV_736,High,Active,SimValue_61
2025-06-13 02:55:01,PV_Broken_Cell,PV Broken Cell fault detected.,PV_736,High,Cleared,SimValue_61
2025-06-13 18:06:06,PV_Broken_Interconnect,PV Broken Interconnect fault detected.,PV_297,High,Active,SimValue_59
2025-06-14 00:12:41,PV_Broken_Cell,PV Broken Cell fault detected.,PV_848,High,Active,SimValue_62
2025-06-14 02:12:41,PV_Broken_Cell,PV Broken Cell fault detected.,PV_848,High,Cleared,SimValue_62
2025-06-14 05:06:06,PV_Broken_Interconnect,PV Broken Interconnect fault detected.,PV_297,High,Cleared,SimValue_59
2025-06-15 05:30:12,PV_Solder_Bond_Failure,PV Solder Bond Failure fault detected.,PV_261,High,Active,SimValue_71
2025-06-15 06:30:12,PV_Solder_Bond_Failure,PV Solder Bond Failure fault detected.,PV_261,High,Cleared,SimValue_71
2025-06-16 19:44:58,Encapsulant_Fault,Encapsulant Fault fault detected.,EN_462,Medium,Active,SimValue_65
