Timestamp,Description,Status,Basic_Event,System_Failure
2026-01-26 20:43:42.115729,PV solder bond failure detected,Cleared,BE11,True
2026-01-27 19:41:38.852624,Rack structure fault detected,Cleared,BE15,True
2026-01-28 16:17:06.725177,Encapsulant fault detected,Cleared,BE16,False
2026-01-29 17:28:04.798164,PV cell breakage detected,Active,BE10,True
2026-01-29 19:08:17.622944,Encapsulant fault detected,Active,BE16,True
2026-01-30 00:58:46.037863,PV solder bond failure detected,Active,BE11,True
2026-01-30 02:31:42.075916,Cable aging fault detected,Active,BE18,True
2026-01-30 06:31:42.075916,Cable aging fault detected,Cleared,BE18,True
2026-01-31 17:28:04.798164,PV cell breakage detected,Cleared,BE10,True
2026-01-31 19:08:17.622944,Encapsulant fault detected,Cleared,BE16,True
2026-02-01 00:58:46.037863,PV solder bond failure detected,Cleared,BE11,False
2026-02-02 02:50:45.096010,PV cell breakage detected,Active,BE10,True
2026-02-02 18:15:24.013195,PV interconnect fault detected,Active,BE5,True
2026-02-02 23:01:49.834093,PV solder bond failure detected,Active,BE11,True
2026-02-03 18:15:24.013195,PV interconnect fault detected,Cleared,BE5,True
2026-02-04 02:50:45.096010,PV cell breakage detected,Cleared,BE10,True
2026-02-04 23:01:49.834093,PV solder bond failure detected,Cleared,BE11,False
2026-02-05 03:01:54.992008,PV interconnect fault detected,Active,BE5,True
2026-02-05 11:35:23.217410,Grounding system fault detected,Active,BE6,True
2026-02-05 14:10:30.538258,Encapsulant fault detected,Active,BE16,True
2026-02-05 16:19:14.237019,PV solder bond failure detected,Active,BE11,True
2026-02-06 03:01:54.992008,PV interconnect fault detected,Cleared,BE5,True
2026-02-06 11:35:23.217410,Grounding system fault detected,Cleared,BE6,True
2026-02-07 07:17:24.382301,PV shading detected,Active,BE9,True
2026-02-07 07:58:24.773287,PV cell breakage detected,Active,BE10,True
2026-02-07 14:10:30.538258,Encapsulant fault detected,Cleared,BE16,True
2026-02-07 15:17:24.382301,PV shading detected,Cleared,BE9,True
2026-02-07 16:19:14.237019,PV solder bond failure detected,Cleared,BE11,True
2026-02-08 16:18:21.803802,Encapsulant fault detected,Active,BE16,True
2026-02-09 03:12:25.737377,Rack structure fault detected,Active,BE15,True
2026-02-09 07:58:24.773287,PV cell breakage detected,Cleared,BE10,True
2026-02-09 09:57:24.030862,PV shading detected,Active,BE9,True
2026-02-09 17:57:24.030862,PV shading detected,Cleared,BE9,True
2026-02-10 16:18:21.803802,Encapsulant fault detected,Cleared,BE16,True
2026-02-11 03:12:25.737377,Rack structure fault detected,Cleared,BE15,False
2026-02-13 06:22:15.537181,PV hot spot detected,Active,BE12,True
2026-02-13 14:35:29.551898,Encapsulant fault detected,Active,BE16,True
2026-02-14 06:22:15.537181,PV hot spot detected,Cleared,BE12,True
2026-02-14 12:47:29.157552,Rack structure fault detected,Active,BE15,True
2026-02-14 17:23:12.838684,PV interconnect fault detected,Active,BE5,True
2026-02-15 00:14:25.865949,PV solder bond failure detected,Active,BE11,True
2026-02-15 14:35:29.551898,Encapsulant fault detected,Cleared,BE16,True
2026-02-15 17:23:12.838684,PV interconnect fault detected,Cleared,BE5,True
2026-02-16 12:47:29.157552,Rack structure fault detected,Cleared,BE15,True
2026-02-16 16:05:48.756221,PV cell breakage detected,Active,BE10,True
2026-02-16 21:06:14.296505,PV soiling detected,Active,BE8,True
2026-02-16 21:16:21.422295,PV interconnect fault detected,Active,BE5,True
2026-02-17 00:14:25.865949,PV solder bond failure detected,Cleared,BE11,True
2026-02-17 05:06:14.296505,PV soiling detected,Cleared,BE8,True
2026-02-17 21:16:21.422295,PV interconnect fault detected,Cleared,BE5,True
2026-02-18 16:05:48.756221,PV cell breakage detected,Cleared,BE10,False
2026-02-19 17:18:48.779541,PV cell breakage detected,Active,BE10,True
2026-02-20 06:43:55.443161,Rack structure fault detected,Active,BE15,True
2026-02-20 09:19:05.831597,PV interconnect fault detected,Active,BE5,True
2026-02-21 00:22:01.100351,Encapsulant fault detected,Active,BE16,True
2026-02-21 09:19:05.831597,PV interconnect fault detected,Cleared,BE5,True
2026-02-21 17:18:48.779541,PV cell breakage detected,Cleared,BE10,True
2026-02-22 06:43:55.443161,Rack structure fault detected,Cleared,BE15,True
2026-02-22 20:18:18.770148,PV interconnect fault detected,Active,BE5,True
2026-02-23 00:22:01.100351,Encapsulant fault detected,Cleared,BE16,True
2026-02-23 00:40:57.288983,MCB 2 fault detected,Active,BE4,True
2026-02-23 10:40:57.288983,MCB 2 fault detected,Cleared,BE4,True
2026-02-23 20:18:18.770148,PV interconnect fault detected,Cleared,BE5,False
2026-02-24 14:18:57.937160,PV cell breakage detected,Active,BE10,True
2026-02-25 01:46:54.815019,PV shading detected,Active,BE9,True
2026-02-25 03:51:49.578791,PV solder bond failure detected,Active,BE11,True
2026-02-25 09:46:54.815019,PV shading detected,Cleared,BE9,True
2026-02-25 15:45:33.721797,Grounding system fault detected,Active,BE6,True
2026-02-26 01:47:08.207446,Encapsulant fault detected,Active,BE16,True
2026-02-26 14:18:57.937160,PV cell breakage detected,Cleared,BE10,True
2026-02-26 15:45:33.721797,Grounding system fault detected,Cleared,BE6,True
2026-02-27 03:51:49.578791,PV solder bond failure detected,Cleared,BE11,True
2026-02-28 01:47:08.207446,Encapsulant fault detected,Cleared,BE16,False
2026-03-01 21:18:06.179717,PV cell breakage detected,Active,BE10,True
2026-03-02 05:29:05.306461,Encapsulant fault detected,Active,BE16,True
2026-03-02 13:48:47.348162,PV shading detected,Active,BE9,True
2026-03-02 19:21:29.947321,PV solder bond failure detected,Active,BE11,True
2026-03-02 21:48:47.348162,PV shading detected,Cleared,BE9,True
2026-03-03 01:20:15.778634,Grounding system fault detected,Active,BE6,True
2026-03-03 03:32:33.648638,Rack structure fault detected,Active,BE15,True
2026-03-03 21:18:06.179717,PV cell breakage detected,Cleared,BE10,True
2026-03-03 22:12:54.513321,PV interconnect fault detected,Active,BE5,True
2026-03-04 01:20:15.778634,Grounding system fault detected,Cleared,BE6,True
2026-03-04 05:29:05.306461,Encapsulant fault detected,Cleared,BE16,True
2026-03-04 11:51:52.159456,Encapsulant fault detected,Active,BE16,True
2026-03-04 19:21:29.947321,PV solder bond failure detected,Cleared,BE11,True
2026-03-04 22:12:54.513321,PV interconnect fault detected,Cleared,BE5,True
2026-03-05 03:32:33.648638,Rack structure fault detected,Cleared,BE15,True
2026-03-05 13:25:55.823738,PV solder bond failure detected,Active,BE11,True
2026-03-06 11:51:52.159456,Encapsulant fault detected,Cleared,BE16,True
2026-03-07 07:22:08.388315,Encapsulant fault detected,Active,BE16,True
2026-03-07 13:25:55.823738,PV solder bond failure detected,Cleared,BE11,True
2026-03-07 17:14:09.158267,PV shading detected,Active,BE9,True
2026-03-08 01:14:09.158267,PV shading detected,Cleared,BE9,True
2026-03-09 00:49:53.445709,PV cell breakage detected,Active,BE10,True
2026-03-09 07:22:08.388315,Encapsulant fault detected,Cleared,BE16,True
2026-03-10 15:54:31.763600,Grounding system fault detected,Active,BE6,True
2026-03-11 00:49:53.445709,PV cell breakage detected,Cleared,BE10,True
2026-03-11 15:54:31.763600,Grounding system fault detected,Cleared,BE6,False
2026-03-11 20:10:44.880403,Cable aging fault detected,Active,BE18,True
2026-03-12 00:10:44.880403,Cable aging fault detected,Cleared,BE18,False
2026-03-12 04:27:36.810462,Rack structure fault detected,Active,BE15,True
2026-03-12 23:56:47.722886,Grounding system fault detected,Active,BE6,True
2026-03-13 13:20:42.466341,PV solder bond failure detected,Active,BE11,True
2026-03-13 23:56:47.722886,Grounding system fault detected,Cleared,BE6,True
2026-03-14 04:27:36.810462,Rack structure fault detected,Cleared,BE15,True
2026-03-14 15:42:08.455966,Encapsulant fault detected,Active,BE16,True
2026-03-14 17:08:08.190759,MCB 2 fault detected,Active,BE4,True
2026-03-15 03:08:08.190759,MCB 2 fault detected,Cleared,BE4,True
2026-03-15 13:20:42.466341,PV solder bond failure detected,Cleared,BE11,True
2026-03-16 12:18:56.665140,PV cell breakage detected,Active,BE10,True
2026-03-16 15:42:08.455966,Encapsulant fault detected,Cleared,BE16,True
2026-03-17 15:47:40.796165,Rack structure fault detected,Active,BE15,True
2026-03-18 12:18:56.665140,PV cell breakage detected,Cleared,BE10,True
2026-03-18 14:42:34.638592,PV cell breakage detected,Active,BE10,True
2026-03-19 08:15:47.159536,PV solder bond failure detected,Active,BE11,True
2026-03-19 15:47:40.796165,Rack structure fault detected,Cleared,BE15,True
2026-03-20 13:40:10.455583,PV hot spot detected,Active,BE12,True
2026-03-20 14:42:34.638592,PV cell breakage detected,Cleared,BE10,True
2026-03-21 08:15:47.159536,PV solder bond failure detected,Cleared,BE11,True
2026-03-21 13:40:10.455583,PV hot spot detected,Cleared,BE12,False
2026-03-23 05:52:14.220021,PV cell breakage detected,Active,BE10,True
2026-03-23 17:06:50.570461,PV solder bond failure detected,Active,BE11,True
2026-03-24 01:08:53.848484,Rack structure fault detected,Active,BE15,True
2026-03-25 05:52:14.220021,PV cell breakage detected,Cleared,BE10,True
2026-03-25 08:01:09.280478,PV shading detected,Active,BE9,True
2026-03-25 11:01:14.967323,PV cell breakage detected,Active,BE10,True
2026-03-25 16:01:09.280478,PV shading detected,Cleared,BE9,True
2026-03-25 17:06:50.570461,PV solder bond failure detected,Cleared,BE11,True
2026-03-26 01:08:53.848484,Rack structure fault detected,Cleared,BE15,True
2026-03-26 19:21:56.991309,Grounding system fault detected,Active,BE6,True
2026-03-27 10:30:58.233348,PV shading detected,Active,BE9,True
2026-03-27 11:01:14.967323,PV cell breakage detected,Cleared,BE10,True
2026-03-27 18:30:58.233348,PV shading detected,Cleared,BE9,True
2026-03-27 19:21:56.991309,Grounding system fault detected,Cleared,BE6,False
2026-03-28 21:24:10.383928,Grounding system fault detected,Active,BE6,True
2026-03-29 02:51:46.683230,PV solder bond failure detected,Active,BE11,True
2026-03-29 05:44:39.214572,PV shading detected,Active,BE9,True
2026-03-29 13:44:39.214572,PV shading detected,Cleared,BE9,True
2026-03-29 15:29:57.210932,Encapsulant fault detected,Active,BE16,True
2026-03-29 21:24:10.383928,Grounding system fault detected,Cleared,BE6,True
2026-03-30 08:33:37.128966,PV interconnect fault detected,Active,BE5,True
2026-03-30 17:55:04.027688,Grounding system fault detected,Active,BE6,True
2026-03-31 02:51:46.683230,PV solder bond failure detected,Cleared,BE11,True
2026-03-31 04:17:20.682244,PV solder bond failure detected,Active,BE11,True
2026-03-31 08:33:37.128966,PV interconnect fault detected,Cleared,BE5,True
2026-03-31 15:29:57.210932,Encapsulant fault detected,Cleared,BE16,True
2026-03-31 17:55:04.027688,Grounding system fault detected,Cleared,BE6,True
2026-04-01 22:03:15.003006,Encapsulant fault detected,Active,BE16,True
2026-04-02 04:17:20.682244,PV solder bond failure detected,Cleared,BE11,True
2026-04-02 06:28:31.394157,PV interconnect fault detected,Active,BE5,True
2026-04-02 22:09:41.472496,PV solder bond failure detected,Active,BE11,True
2026-04-03 06:28:31.394157,PV interconnect fault detected,Cleared,BE5,True
2026-04-03 22:03:15.003006,Encapsulant fault detected,Cleared,BE16,True
2026-04-04 07:48:37.138685,PV shading detected,Active,BE9,True
2026-04-04 15:48:37.138685,PV shading detected,Cleared,BE9,True
2026-04-04 18:40:22.657351,Encapsulant fault detected,Active,BE16,True
2026-04-04 22:09:41.472496,PV solder bond failure detected,Cleared,BE11,True
2026-04-06 16:31:20.822071,PV solder bond failure detected,Active,BE11,True
2026-04-06 18:40:22.657351,Encapsulant fault detected,Cleared,BE16,True
2026-04-08 14:42:10.433064,PV glass breakage detected,Active,BE7,True
2026-04-08 16:31:20.822071,PV solder bond failure detected,Cleared,BE11,True
2026-04-09 11:00:24.323932,PV solder bond failure detected,Active,BE11,True
2026-04-09 14:42:10.433064,PV glass breakage detected,Cleared,BE7,True
2026-04-10 20:02:18.009725,Rack structure fault detected,Active,BE15,True
2026-04-10 22:24:39.130097,PV shading detected,Active,BE9,True
2026-04-11 06:24:39.130097,PV shading detected,Cleared,BE9,True
2026-04-11 11:00:24.323932,PV solder bond failure detected,Cleared,BE11,True
2026-04-11 20:47:00.981992,Grounding system fault detected,Active,BE6,True
2026-04-12 18:54:45.657232,PV interconnect fault detected,Active,BE5,True
2026-04-12 20:02:18.009725,Rack structure fault detected,Cleared,BE15,True
2026-04-12 20:47:00.981992,Grounding system fault detected,Cleared,BE6,True
2026-04-13 01:10:08.426872,PV solder bond failure detected,Active,BE11,True
2026-04-13 18:54:45.657232,PV interconnect fault detected,Cleared,BE5,True
2026-04-13 20:06:03.738534,PV cell breakage detected,Active,BE10,True
2026-04-13 21:14:12.129824,PV interconnect fault detected,Active,BE5,True
2026-04-14 21:14:12.129824,PV interconnect fault detected,Cleared,BE5,True
2026-04-15 01:10:08.426872,PV solder bond failure detected,Cleared,BE11,True
2026-04-15 20:06:03.738534,PV cell breakage detected,Cleared,BE10,False
2026-04-16 09:10:16.042040,PV shading detected,Active,BE9,True
2026-04-16 17:10:16.042040,PV shading detected,Cleared,BE9,False
2026-04-17 05:50:31.971690,Rack structure fault detected,Active,BE15,True
2026-04-17 14:12:24.528103,PV shading detected,Active,BE9,True
2026-04-17 22:12:24.528103,PV shading detected,Cleared,BE9,True
2026-04-18 04:17:27.098394,PV interconnect fault detected,Active,BE5,True
2026-04-18 18:51:48.585084,PV cell breakage detected,Active,BE10,True
2026-04-19 04:17:27.098394,PV interconnect fault detected,Cleared,BE5,True
2026-04-19 05:39:53.299997,PV interconnect fault detected,Active,BE5,True
2026-04-19 05:50:31.971690,Rack structure fault detected,Cleared,BE15,True
2026-04-20 05:39:53.299997,PV interconnect fault detected,Cleared,BE5,True
2026-04-20 18:51:48.585084,PV cell breakage detected,Cleared,BE10,False
2026-04-24 07:35:26.276633,PV cell breakage detected,Active,BE10,True
2026-04-24 15:39:59.744953,PV solder bond failure detected,Active,BE11,True
2026-04-24 21:59:53.862347,Rack structure fault detected,Active,BE15,True
2026-04-25 14:24:24.617234,PV hot spot detected,Active,BE12,True
2026-04-26 02:05:22.128227,PV interconnect fault detected,Active,BE5,True
2026-04-26 05:01:34.945126,PV shading detected,Active,BE9,True
2026-04-26 07:35:26.276633,PV cell breakage detected,Cleared,BE10,True
2026-04-26 13:01:34.945126,PV shading detected,Cleared,BE9,True
2026-04-26 14:24:24.617234,PV hot spot detected,Cleared,BE12,True
2026-04-26 15:39:59.744953,PV solder bond failure detected,Cleared,BE11,True
2026-04-26 20:37:16.646411,PV solder bond failure detected,Active,BE11,True
2026-04-26 21:59:53.862347,Rack structure fault detected,Cleared,BE15,True
2026-04-27 02:05:22.128227,PV interconnect fault detected,Cleared,BE5,True
2026-04-28 06:53:58.291779,PV cell breakage detected,Active,BE10,True
2026-04-28 07:35:46.931708,Rack structure fault detected,Active,BE15,True
2026-04-28 20:37:16.646411,PV solder bond failure detected,Cleared,BE11,True
2026-04-28 23:29:40.727479,Grounding system fault detected,Active,BE6,True
2026-04-29 02:42:24.356988,PV solder bond failure detected,Active,BE11,True
2026-04-29 20:15:03.171774,Encapsulant fault detected,Active,BE16,True
2026-04-29 23:29:40.727479,Grounding system fault detected,Cleared,BE6,True
2026-04-30 06:53:58.291779,PV cell breakage detected,Cleared,BE10,True
2026-04-30 06:58:08.582712,PV shading detected,Active,BE9,True
2026-04-30 07:35:46.931708,Rack structure fault detected,Cleared,BE15,True
2026-04-30 14:58:08.582712,PV shading detected,Cleared,BE9,True
2026-05-01 02:42:24.356988,PV solder bond failure detected,Cleared,BE11,True
2026-05-01 05:38:06.677395,PV shading detected,Active,BE9,True
2026-05-01 10:25:58.686359,PV solder bond failure detected,Active,BE11,True
2026-05-01 13:38:06.677395,PV shading detected,Cleared,BE9,True
2026-05-01 20:15:03.171774,Encapsulant fault detected,Cleared,BE16,True
2026-05-03 10:25:58.686359,PV solder bond failure detected,Cleared,BE11,False
2026-05-03 13:25:04.475178,PV cell breakage detected,Active,BE10,True
2026-05-04 13:02:00.698536,Encapsulant fault detected,Active,BE16,True
2026-05-05 12:41:11.054930,PV solder bond failure detected,Active,BE11,True
2026-05-05 13:25:04.475178,PV cell breakage detected,Cleared,BE10,True
2026-05-06 13:02:00.698536,Encapsulant fault detected,Cleared,BE16,True
2026-05-06 17:01:09.508417,PV cell breakage detected,Active,BE10,True
2026-05-07 09:25:11.744052,PV interconnect fault detected,Active,BE5,True
2026-05-07 12:41:11.054930,PV solder bond failure detected,Cleared,BE11,True
2026-05-08 09:25:11.744052,PV interconnect fault detected,Cleared,BE5,True
2026-05-08 13:08:38.282592,PV shading detected,Active,BE9,True
2026-05-08 17:01:09.508417,PV cell breakage detected,Cleared,BE10,True
2026-05-08 21:08:38.282592,PV shading detected,Cleared,BE9,False
2026-05-08 21:47:09.321057,PV shading detected,Active,BE9,True
2026-05-09 05:47:09.321057,PV shading detected,Cleared,BE9,False
2026-05-09 12:58:28.952102,PV cell breakage detected,Active,BE10,True
2026-05-09 15:39:13.588536,PV solder bond failure detected,Active,BE11,True
2026-05-10 07:39:53.941704,MCB 2 fault detected,Active,BE4,True
2026-05-10 17:39:53.941704,MCB 2 fault detected,Cleared,BE4,True
2026-05-11 12:58:28.952102,PV cell breakage detected,Cleared,BE10,True
2026-05-11 15:39:13.588536,PV solder bond failure detected,Cleared,BE11,False
2026-05-11 19:59:24.505749,Encapsulant fault detected,Active,BE16,True
2026-05-12 02:56:00.025576,PV solder bond failure detected,Active,BE11,True
2026-05-12 18:32:26.178781,PV interconnect fault detected,Active,BE5,True
2026-05-12 18:40:39.754876,Rack structure fault detected,Active,BE15,True
2026-05-13 04:18:03.951048,PV hot spot detected,Active,BE12,True
2026-05-13 18:32:26.178781,PV interconnect fault detected,Cleared,BE5,True
2026-05-13 19:59:24.505749,Encapsulant fault detected,Cleared,BE16,True
2026-05-14 02:56:00.025576,PV solder bond failure detected,Cleared,BE11,True
2026-05-14 04:18:03.951048,PV hot spot detected,Cleared,BE12,True
2026-05-14 14:59:35.386060,PV interconnect fault detected,Active,BE5,True
2026-05-14 18:40:39.754876,Rack structure fault detected,Cleared,BE15,True
2026-05-15 14:59:35.386060,PV interconnect fault detected,Cleared,BE5,False
2026-05-16 09:49:46.594567,PV solder bond failure detected,Active,BE11,True
2026-05-16 10:25:13.780137,Encapsulant fault detected,Active,BE16,True
2026-05-16 12:59:35.566243,Rack structure fault detected,Active,BE15,True
2026-05-16 18:53:34.010161,PV cell breakage detected,Active,BE10,True
2026-05-18 09:49:46.594567,PV solder bond failure detected,Cleared,BE11,True
2026-05-18 10:25:13.780137,Encapsulant fault detected,Cleared,BE16,True
2026-05-18 12:59:35.566243,Rack structure fault detected,Cleared,BE15,True
2026-05-18 18:53:34.010161,PV cell breakage detected,Cleared,BE10,False
2026-05-18 22:17:08.679551,Rack structure fault detected,Active,BE15,True
2026-05-19 09:49:16.800052,PV interconnect fault detected,Active,BE5,True
2026-05-19 16:29:55.111628,PV cell breakage detected,Active,BE10,True
2026-05-20 09:49:16.800052,PV interconnect fault detected,Cleared,BE5,True
2026-05-20 22:17:08.679551,Rack structure fault detected,Cleared,BE15,True
2026-05-20 23:24:50.434286,PV shading detected,Active,BE9,True
2026-05-21 07:24:50.434286,PV shading detected,Cleared,BE9,True
2026-05-21 16:29:55.111628,PV cell breakage detected,Cleared,BE10,False
2026-05-22 05:04:50.537452,Rack structure fault detected,Active,BE15,True
2026-05-23 03:09:47.186885,PV cell breakage detected,Active,BE10,True
2026-05-24 05:04:50.537452,Rack structure fault detected,Cleared,BE15,True
2026-05-24 23:52:22.020540,Rack structure fault detected,Active,BE15,True
2026-05-25 03:09:47.186885,PV cell breakage detected,Cleared,BE10,True
2026-05-25 14:18:43.104023,PV interconnect fault detected,Active,BE5,True
2026-05-26 07:16:05.543437,PV cell breakage detected,Active,BE10,True
2026-05-26 14:05:15.217953,Grounding system fault detected,Active,BE6,True
2026-05-26 14:18:43.104023,PV interconnect fault detected,Cleared,BE5,True
2026-05-26 18:37:05.098617,PV solder bond failure detected,Active,BE11,True
2026-05-26 23:52:22.020540,Rack structure fault detected,Cleared,BE15,True
2026-05-27 14:05:15.217953,Grounding system fault detected,Cleared,BE6,True
2026-05-28 00:29:10.098772,PV interconnect fault detected,Active,BE5,True
2026-05-28 07:16:05.543437,PV cell breakage detected,Cleared,BE10,True
2026-05-28 16:30:41.721163,PV shading detected,Active,BE9,True
2026-05-28 18:37:05.098617,PV solder bond failure detected,Cleared,BE11,True
2026-05-29 00:04:18.012223,PV solder bond failure detected,Active,BE11,True
2026-05-29 00:29:10.098772,PV interconnect fault detected,Cleared,BE5,True
2026-05-29 00:30:41.721163,PV shading detected,Cleared,BE9,True
2026-05-29 13:10:35.701970,PV shading detected,Active,BE9,True
2026-05-29 21:10:35.701970,PV shading detected,Cleared,BE9,True
2026-05-29 23:09:12.160632,Rack structure fault detected,Active,BE15,True
2026-05-31 00:04:18.012223,PV solder bond failure detected,Cleared,BE11,True
2026-05-31 06:04:27.157491,PV cell breakage detected,Active,BE10,True
2026-05-31 23:09:12.160632,Rack structure fault detected,Cleared,BE15,True
2026-06-02 06:04:27.157491,PV cell breakage detected,Cleared,BE10,False
2026-06-02 06:19:01.313705,PV solder bond failure detected,Active,BE11,True
2026-06-02 12:20:12.108606,Encapsulant fault detected,Active,BE16,True
2026-06-04 06:19:01.313705,PV solder bond failure detected,Cleared,BE11,True
2026-06-04 12:20:12.108606,Encapsulant fault detected,Cleared,BE16,False
2026-06-05 18:28:08.086832,PV solder bond failure detected,Active,BE11,True
2026-06-06 19:59:38.082129,Grounding system fault detected,Active,BE6,True
2026-06-07 18:28:08.086832,PV solder bond failure detected,Cleared,BE11,True
2026-06-07 19:59:38.082129,Grounding system fault detected,Cleared,BE6,False
2026-06-08 15:29:42.196764,Grounding system fault detected,Active,BE6,True
2026-06-08 23:14:36.622026,PV interconnect fault detected,Active,BE5,True
2026-06-09 15:29:42.196764,Grounding system fault detected,Cleared,BE6,True
2026-06-09 23:14:36.622026,PV interconnect fault detected,Cleared,BE5,False
2026-06-11 21:25:30.342541,PV solder bond failure detected,Active,BE11,True
2026-06-12 04:01:18.470605,PV cell breakage detected,Active,BE10,True
2026-06-12 09:14:17.856695,PV shading detected,Active,BE9,True
2026-06-12 11:32:18.395534,Encapsulant fault detected,Active,BE16,True
2026-06-12 17:14:17.856695,PV shading detected,Cleared,BE9,True
2026-06-13 11:30:39.418654,Grounding system fault detected,Active,BE6,True
2026-06-13 21:25:30.342541,PV solder bond failure detected,Cleared,BE11,True
2026-06-14 00:46:46.317614,PV shading detected,Active,BE9,True
2026-06-14 04:01:18.470605,PV cell breakage detected,Cleared,BE10,True
2026-06-14 08:46:46.317614,PV shading detected,Cleared,BE9,True
2026-06-14 11:30:39.418654,Grounding system fault detected,Cleared,BE6,True
2026-06-14 11:32:18.395534,Encapsulant fault detected,Cleared,BE16,False
2026-06-19 08:01:03.200053,PV interconnect fault detected,Active,BE5,True
2026-06-20 08:01:03.200053,PV interconnect fault detected,Cleared,BE5,False
2026-06-21 05:30:49.664845,PV cell breakage detected,Active,BE10,True
2026-06-21 17:59:46.022823,Rack structure fault detected,Active,BE15,True
2026-06-22 07:57:03.926474,PV shading detected,Active,BE9,True
2026-06-22 15:57:03.926474,PV shading detected,Cleared,BE9,True
2026-06-23 02:31:32.014807,PV glass breakage detected,Active,BE7,True
2026-06-23 05:30:49.664845,PV cell breakage detected,Cleared,BE10,True
2026-06-23 12:19:38.427005,Encapsulant fault detected,Active,BE16,True
2026-06-23 15:07:51.657211,PV solder bond failure detected,Active,BE11,True
2026-06-23 17:59:46.022823,Rack structure fault detected,Cleared,BE15,True
2026-06-24 02:31:32.014807,PV glass breakage detected,Cleared,BE7,True
2026-06-25 10:19:56.258422,PV shading detected,Active,BE9,True
2026-06-25 12:19:38.427005,Encapsulant fault detected,Cleared,BE16,True
2026-06-25 15:07:51.657211,PV solder bond failure detected,Cleared,BE11,True
2026-06-25 18:19:56.258422,PV shading detected,Cleared,BE9,False
2026-06-26 05:15:00.477967,PV solder bond failure detected,Active,BE11,True
2026-06-27 02:06:40.842046,Rack structure fault detected,Active,BE15,True
2026-06-27 09:11:29.397456,Grounding system fault detected,Active,BE6,True
2026-06-28 04:32:19.356637,PV shading detected,Active,BE9,True
2026-06-28 05:15:00.477967,PV solder bond failure detected,Cleared,BE11,True
2026-06-28 09:11:29.397456,Grounding system fault detected,Cleared,BE6,True
2026-06-28 12:32:19.356637,PV shading detected,Cleared,BE9,True
2026-06-28 15:25:59.467548,PV solder bond failure detected,Active,BE11,True
2026-06-29 02:06:40.842046,Rack structure fault detected,Cleared,BE15,True
2026-06-29 08:14:21.770254,PV cell breakage detected,Active,BE10,True
2026-06-29 16:19:38.257409,MCB 1 fault detected,Active,BE3,True
2026-06-29 17:57:47.259782,PV interconnect fault detected,Active,BE5,True
2026-06-30 02:19:38.257409,MCB 1 fault detected,Cleared,BE3,True
2026-06-30 15:25:59.467548,PV solder bond failure detected,Cleared,BE11,True
2026-06-30 17:57:47.259782,PV interconnect fault detected,Cleared,BE5,True
2026-07-01 08:14:21.770254,PV cell breakage detected,Cleared,BE10,False
2026-07-01 11:37:09.979415,PV interconnect fault detected,Active,BE5,True
2026-07-01 13:30:38.846642,Encapsulant fault detected,Active,BE16,True
2026-07-02 01:30:26.028721,PV solder bond failure detected,Active,BE11,True
2026-07-02 11:37:09.979415,PV interconnect fault detected,Cleared,BE5,True
2026-07-02 14:44:36.570452,PV interconnect fault detected,Active,BE5,True
2026-07-03 13:30:38.846642,Encapsulant fault detected,Cleared,BE16,True
2026-07-03 14:44:36.570452,PV interconnect fault detected,Cleared,BE5,True
2026-07-04 01:30:26.028721,PV solder bond failure detected,Cleared,BE11,False
2026-07-05 05:43:37.125757,MCB 1 fault detected,Active,BE3,False
2026-07-05 15:43:37.125757,MCB 1 fault detected,Cleared,BE3,False
2026-07-06 04:10:22.327157,PV solder bond failure detected,Active,BE11,True
2026-07-06 05:28:14.762004,PV cell breakage detected,Active,BE10,True
2026-07-06 23:48:27.797267,PV hot spot detected,Active,BE12,True
2026-07-07 23:48:27.797267,PV hot spot detected,Cleared,BE12,True
2026-07-08 04:10:22.327157,PV solder bond failure detected,Cleared,BE11,True
2026-07-08 05:28:14.762004,PV cell breakage detected,Cleared,BE10,False
2026-07-08 07:22:22.283640,PV cell breakage detected,Active,BE10,True
2026-07-08 19:51:56.587467,Cable aging fault detected,Active,BE18,True
2026-07-08 23:51:56.587467,Cable aging fault detected,Cleared,BE18,True
2026-07-09 05:26:36.049585,PV shading detected,Active,BE9,True
2026-07-09 13:26:36.049585,PV shading detected,Cleared,BE9,True
2026-07-10 07:22:22.283640,PV cell breakage detected,Cleared,BE10,False
2026-07-10 10:28:46.658309,Encapsulant fault detected,Active,BE16,True
2026-07-12 10:28:46.658309,Encapsulant fault detected,Cleared,BE16,False
2026-07-13 04:05:47.799258,Encapsulant fault detected,Active,BE16,True
2026-07-13 11:35:10.587091,PV solder bond failure detected,Active,BE11,True
2026-07-14 08:02:22.130402,PV soiling detected,Active,BE8,True
2026-07-14 13:29:00.972919,PV cell breakage detected,Active,BE10,True
2026-07-14 16:02:22.130402,PV soiling detected,Cleared,BE8,True
2026-07-15 04:05:47.799258,Encapsulant fault detected,Cleared,BE16,True
2026-07-15 11:35:10.587091,PV solder bond failure detected,Cleared,BE11,True
2026-07-15 17:58:05.855558,Rack structure fault detected,Active,BE15,True
2026-07-16 13:29:00.972919,PV cell breakage detected,Cleared,BE10,True
2026-07-16 19:20:38.311008,PV cell breakage detected,Active,BE10,True
2026-07-16 20:43:44.825723,PV shading detected,Active,BE9,True
2026-07-17 04:43:44.825723,PV shading detected,Cleared,BE9,True
2026-07-17 04:54:46.352795,PV solder bond failure detected,Active,BE11,True
